ID;REGON;lat;lon;ROA_BEST;BvD_sectors;National industry classification;NACE_rev2_4dig
32944;12455850;52,25553;20,99349908;4,91;Banking, Insurance & Financial Services;NACE Rev. 2;6622
32945;140799150;52,25553;20,99349908;5,05;Utilities;NACE Rev. 2;3513
32946;16306100;52,25553;20,99349908;5,33;Wholesale;NACE Rev. 2;4646
32947;16286314;52,25553;20,99349908;6,52;Construction;NACE Rev. 2;4120
32948;16750310;52,25553;20,99349908;7,14;Communications;NACE Rev. 2;6120
32949;140197741;52,25553;20,99349908;14,07;Business Services;NACE Rev. 2;6209
32950;13236126;52,25553;20,99349908;22,53;Banking, Insurance & Financial Services;NACE Rev. 2;6530
32951;142770570;52,25553;20,99349908;34,61;Travel, Personal & Leisure;NACE Rev. 2;9200
32952;141520842;52,25553;20,99349908;37,79;Computer Software;NACE Rev. 2;6201
32953;361742874;52,25553;20,99349908;41,58;Computer Software;NACE Rev. 2;6201
32954;931152953;52,25553;20,99349908;45,82;Banking, Insurance & Financial Services;NACE Rev. 2;6630
32955;140579916;52,25553;20,99349908;54,89;Wholesale;NACE Rev. 2;4673
32956;362444133;52,25553;20,99349908;84,11;Property Services;NACE Rev. 2;6820
32957;140770761;52,25553;20,99349908;63,47;Property Services;NACE Rev. 2;6820
32958;140708830;52,2555338;21,15646642;-27,75;Construction;NACE Rev. 1.1;4120
32959;141000730;52,2555464;20,9957698;1,32;Wholesale;NACE Rev. 2;4673
32960;145839380;52,2555464;20,9957698;3,3;Retail;NACE Rev. 2;4774
32961;15433084;52,2555464;20,9957698;13,31;Retail;NACE Rev. 2;4741
32962;200353554;52,2555464;20,9957698;45,99;Public Administration, Education, Health Social Services;NACE Rev. 2;9499
32963;11097034;52,25556835;20,91961456;7,26;Business Services;NACE Rev. 2;9522
32964;147172431;52,2555767;21,034275;-48,88;Retail;NACE Rev. 2;4711
32965;17192489;52,2555767;21,03939584;-31,58;Wholesale;NACE Rev. 2;4690
32966;16112778;52,2555767;21,03939584;19,54;Wholesale;NACE Rev. 2;4619
32967;366511493;52,2555767;21,03939584;42,86;Business Services;NACE Rev. 2;7810
32968;365844502;52,25557915;21,0459074;-38,61;Travel, Personal & Leisure;NACE Rev. 2;9102
32969;251024115;52,25557995;20,93885855;4,24;Agriculture, Horticulture & Livestock;NACE Rev. 2;111
32970;360107064;52,2555823;20,96292902;-27,24;Business Services;NACE Rev. 2;7022
32971;120486679;52,2555823;20,96292902;-3;Construction;NACE Rev. 2;4120
32972;147238733;52,25561475;21,04709614;50;Media & Broadcasting;NACE Rev. 2;5911
32973;836483;52,255623;20,9037853;2,4;Industrial, Electric & Electronic Machinery;NACE Rev. 2;2899
32974;12847900;52,2556317;21,1679297;9,79;Construction;NACE Rev. 2;4120
32975;12847891;52,2556317;21,1679297;13,18;Property Services;NACE Rev. 2;6820
32976;672893078;52,2556675;20,92658027;0,28;Industrial, Electric & Electronic Machinery;NACE Rev. 2;2712
32977;17319027;52,25569065;21,03585975;0,04;Transport, Freight & Storage;NACE Rev. 2;5221
32978;12532740;52,2557053;20,92204544;17,22;Chemicals, Petroleum, Rubber & Plastic;NACE Rev. 2;2229
32979;16358226;52,2557053;20,92204544;61,46;Public Administration, Education, Health Social Services;NACE Rev. 2;8622
32980;142000843;52,25570785;20,91520895;12,62;Transport, Freight & Storage;NACE Rev. 2;5221
32981;363745954;52,25573925;20,98675688;-83,33;Business Services;NACE Rev. 2;7010
32982;145996783;52,25573925;20,98675688;-54,72;Retail;NACE Rev. 2;4775
32983;141023990;52,25573925;20,98675688;-43,75;Business Services;NACE Rev. 2;6920
32984;142322110;52,25573925;20,98675688;-38,89;Property Services;NACE Rev. 2;6820
32985;146281307;52,25573925;20,98675688;-38,46;Business Services;NACE Rev. 2;7022
32986;140085203;52,25573925;20,98675688;-24,41;Property Services;NACE Rev. 2;6810
32987;140630250;52,25573925;20,98675688;-15,27;Property Services;NACE Rev. 2;6820
32988;145889159;52,25573925;20,98675688;-9,09;Business Services;NACE Rev. 2;7022
32989;6233509;52,25573925;20,98675688;-5,37;Business Services;NACE Rev. 2;7022
32990;151581095;52,25573925;20,98675688;-1,65;Wholesale;NACE Rev. 2;4645
32991;220297372;52,25573925;20,98675688;-0,31;Construction;NACE Rev. 2;4110
32992;362181314;52,25573925;20,98675688;-0,01;Wholesale;NACE Rev. 2;4633
32993;142168420;52,25573925;20,98675688;5,26;Public Administration, Education, Health Social Services;NACE Rev. 2;8690
32994;140216177;52,25573925;20,98675688;8,15;Public Administration, Education, Health Social Services;NACE Rev. 2;9499
32995;147280847;52,25573925;20,98675688;11,75;Business Services;NACE Rev. 2;7022
32996;146137326;52,25573925;20,98675688;20,29;Banking, Insurance & Financial Services;NACE Rev. 2;6619
32997;12340070;52,25573925;20,98675688;22,64;Business Services;NACE Rev. 2;6920
32998;146428940;52,25573925;20,98675688;31,05;Business Services;NACE Rev. 2;7022
32999;145965736;52,25573925;20,98675688;37,5;Business Services;NACE Rev. 2;6920
33000;146671801;52,25573925;20,98675688;46,25;Printing & Publishing;NACE Rev. 2;1811
33001;15857134;52,25573925;20,98675688;80,93;Public Administration, Education, Health Social Services;NACE Rev. 2;8621
33002;146595046;52,25573925;20,98675688;-45,46;Business Services;NACE Rev. 2;8010
33003;140175640;52,2557759;20,96645115;3,08;Chemicals, Petroleum, Rubber & Plastic;NACE Rev. 2;2222
33004;141230446;52,2557759;20,96645115;6,5;Business Services;NACE Rev. 2;7739
33005;146363005;52,2557876;20,93299961;-0,69;Banking, Insurance & Financial Services;NACE Rev. 2;6619
33006;146378136;52,2557876;20,93299961;25,55;Construction;NACE Rev. 2;4399
33007;17215820;52,2557995;20,92761645;-3,03;Banking, Insurance & Financial Services;NACE Rev. 2;6499
33008;142304833;52,2558;21,0445021;44,07;Business Services;NACE Rev. 2;6910
33009;141594941;52,25586175;21,07879334;6,64;Travel, Personal & Leisure;NACE Rev. 2;5510
33010;361367896;52,2558764;21,03443499;-69,72;Construction;NACE Rev. 2;4110
33011;146211531;52,2558764;21,03443499;-32,23;Construction;NACE Rev. 2;4110
33012;147357567;52,2558764;21,03443499;-23,29;Construction;NACE Rev. 2;4110
33013;147280379;52,2558764;21,03443499;-9,65;Construction;NACE Rev. 2;4110
33014;360729920;52,2558764;21,03443499;-7,6;Construction;NACE Rev. 2;4110
33015;200205990;52,2558764;21,03443499;5,52;Business Services;NACE Rev. 2;6920
33016;146675845;52,25587745;21,17158465;-30;Wholesale;NACE Rev. 2;4511
33017;142869417;52,25587745;21,17158465;-0,51;Agriculture, Horticulture & Livestock;NACE Rev. 2;111
33018;13131670;52,25587745;21,17158465;1,4;Agriculture, Horticulture & Livestock;NACE Rev. 2;111
33019;147116303;52,2558869;20,98764617;-58,42;Biotechnology and Life Sciences;NACE Rev. 2;7211
33020;140353721;52,2558869;20,98764617;-28,57;Construction;NACE Rev. 2;4110
33021;146127003;52,2558869;20,98764617;-20,64;Business Services;NACE Rev. 2;7810
33022;147135996;52,2558869;20,98764617;-20;Computer Software;NACE Rev. 2;6201
33023;140206500;52,2558869;20,98764617;-12,78;Wholesale;NACE Rev. 2;4619
33024;146681395;52,2558869;20,98764617;-10,28;Biotechnology and Life Sciences;NACE Rev. 2;7211
33025;147478414;52,2558869;20,98764617;-9,6;Wholesale;NACE Rev. 2;4634
33026;142694604;52,2558869;20,98764617;-8,09;Banking, Insurance & Financial Services;NACE Rev. 2;6499
33027;147232430;52,2558869;20,98764617;-6,72;Wholesale;NACE Rev. 2;4642
33028;140440503;52,2558869;20,98764617;-5,31;Business Services;NACE Rev. 2;7810
33029;141940082;52,2558869;20,98764617;-4,57;Banking, Insurance & Financial Services;NACE Rev. 2;6630
33030;142441955;52,2558869;20,98764617;-3,01;Biotechnology and Life Sciences;NACE Rev. 2;7211
33031;146732589;52,2558869;20,98764617;-0,45;Banking, Insurance & Financial Services;NACE Rev. 2;6629
33032;363981264;52,2558869;20,98764617;-0,13;Business Services;NACE Rev. 2;6420
33033;361550005;52,2558869;20,98764617;-0,12;Construction;NACE Rev. 2;4110
33034;141220241;52,2558869;20,98764617;0,35;Utilities;US SIC;3512
33035;142396485;52,2558869;20,98764617;0,58;Business Services;NACE Rev. 2;7010
33036;15650574;52,2558869;20,98764617;1,66;Computer Software;NACE Rev. 2;6311
33037;90093365;52,2558869;20,98764617;2,31;Computer Software;NACE Rev. 2;6201
33038;145968686;52,2558869;20,98764617;2,86;Business Services;NACE Rev. 2;7820
33039;360368103;52,2558869;20,98764617;3,29;Property Services;NACE Rev. 2;6820
33040;10802720;52,2558869;20,98764617;3,48;Business Services;NACE Rev. 2;7320
33041;146123710;52,2558869;20,98764617;4,83;Business Services;NACE Rev. 2;7820
33042;8054886;52,2558869;20,98764617;6,39;Industrial, Electric & Electronic Machinery;NACE Rev. 2;1820
33043;361283113;52,2558869;20,98764617;6,76;Construction;NACE Rev. 2;4120
33044;147357432;52,2558869;20,98764617;23,01;Business Services;NACE Rev. 2;7022
33045;146002490;52,2558869;20,98764617;76,77;Business Services;NACE Rev. 2;7311
33046;141159168;52,2558881;20,91998534;17,31;Business Services;NACE Rev. 2;8020
33047;146087858;52,2559243;20,99313843;-46,91;Media & Broadcasting;NACE Rev. 2;6312
33048;142331770;52,2559243;20,99313843;-5,65;Utilities;NACE Rev. 2;3511
33049;532368082;52,2559243;20,99313843;-0,93;Transport, Freight & Storage;NACE Rev. 2;5229
33050;11163179;52,2559243;20,99313843;4,84;Banking, Insurance & Financial Services;NACE Rev. 2;6499
33051;142584726;52,2559243;20,99313843;7,46;Banking, Insurance & Financial Services;NACE Rev. 2;6499
33052;12313020;52,2559243;20,99313843;9,05;Wholesale;NACE Rev. 2;4618
33053;2790450;52,2559243;20,99313843;16;Industrial, Electric & Electronic Machinery;NACE Rev. 2;2811
33054;15622023;52,2559243;20,99313843;7,89;Business Services;NACE Rev. 2;6420
33055;10587010;52,25593425;20,99480854;5,39;Banking, Insurance & Financial Services;US SIC;6500
33056;362839050;52,25596805;20,93251388;-51,22;Business Services;NACE Rev. 2;7410
33057;147065468;52,25596805;20,93251388;-1,52;Business Services;NACE Rev. 2;7112
33058;140497710;52,25596805;20,93251388;13,66;Business Services;NACE Rev. 2;7022
33059;147085666;52,25596805;20,93251388;20,96;Business Services;NACE Rev. 2;7112
33060;147447922;52,25596805;20,93251388;32,04;Business Services;NACE Rev. 2;3311
33061;147462063;52,25598935;20,92070372;9,6;Construction;NACE Rev. 2;4110
33062;146121549;52,2560029;20,91496536;0,8;Public Administration, Education, Health Social Services;NACE Rev. 2;8690
33063;142730100;52,2560108;21,1545898;33,03;Miscellaneous Manufacturing;NACE Rev. 2;3299
33064;6218711;52,25612045;21,03410273;-54,35;Industrial, Electric & Electronic Machinery;NACE Rev. 2;2670
33065;145946762;52,25612045;21,03410273;-23,01;Food & Tobacco Manufacturing;NACE Rev. 2;1082
33066;11130091;52,2561506;21,0439295;-5,29;Business Services;NACE Rev. 2;7311
33067;146535400;52,2561506;21,0439295;-1,35;Utilities;NACE Rev. 2;3511
33068;141315326;52,2561506;21,0439295;1,27;Utilities;NACE Rev. 2;3514
33069;141960185;52,2561506;21,0439295;12,23;Utilities;NACE Rev. 2;3521
33070;631244848;52,2561506;21,0439295;12,82;Transport, Freight & Storage;NACE Rev. 2;4941
33071;12122225;52,2561506;21,0439295;16,27;Business Services;NACE Rev. 2;7311
33072;13287069;52,2561506;21,0439295;-85,2;Business Services;NACE Rev. 2;7311
33073;142615160;52,2562009;20,92546161;-12,59;Wholesale;NACE Rev. 2;4641
33074;147146830;52,2562009;20,92033773;5,33;Computer Software;NACE Rev. 2;6202
33075;12055291;52,2562009;20,92033773;63,01;Wholesale;NACE Rev. 2;4642
33076;101700268;52,2562646;21,04776238;16;Media & Broadcasting;NACE Rev. 2;6312
33077;17236130;52,25626535;20,92787127;20,88;Wholesale;NACE Rev. 2;4690
33078;16409834;52,25627725;21,05321507;-1,65;Public Administration, Education, Health Social Services;NACE Rev. 2;9499
33079;147177411;52,2562975;21,0736706;36,36;Public Administration, Education, Health Social Services;NACE Rev. 2;9499
33080;2152240;52,25630845;20,96154944;1,58;Chemicals, Petroleum, Rubber & Plastic;NACE Rev. 2;2223
33081;10416661;52,2563222;21,0572738;0,3;Business Services;NACE Rev. 2;8010
33082;146859976;52,25633815;21,04671184;0,11;Construction;NACE Rev. 2;4120
33083;141759773;52,25634665;20,97132336;-58,09;Wholesale;NACE Rev. 2;4791
33084;13233820;52,25634665;20,97132336;-53,06;Travel, Personal & Leisure;NACE Rev. 2;7912
33085;140159373;52,25634665;20,97132336;-31,25;Business Services;NACE Rev. 2;7311
33086;141504352;52,25634665;20,97132336;-23,32;Construction;NACE Rev. 2;4120
33087;142733310;52,25634665;20,97132336;-17,06;Travel, Personal & Leisure;NACE Rev. 2;9602
33088;141316188;52,25634665;20,97132336;-14,86;Construction;NACE Rev. 2;4120
33089;147045448;52,25634665;20,97132336;-8,73;Biotechnology and Life Sciences;NACE Rev. 2;7211
33090;141547137;52,25634665;20,97132336;-8,08;Media & Broadcasting;NACE Rev. 2;6312
33091;140939361;52,25634665;20,97132336;-6,43;Business Services;NACE Rev. 2;7311
33092;14890394;52,25634665;20,97132336;-5,42;Retail;NACE Rev. 2;4771
33093;140689622;52,25634665;20,97132336;-2,37;Construction;NACE Rev. 2;4120
33094;141098076;52,25634665;20,97132336;-2,04;Wholesale;NACE Rev. 2;4673
33095;140070414;52,25634665;20,97132336;-0,62;Property Services;NACE Rev. 2;6820
33096;141766158;52,25634665;20,97132336;-0,23;Wholesale;NACE Rev. 2;4791
33097;631190029;52,25634665;20,97132336;0,02;Wholesale;NACE Rev. 2;4618
33098;142714086;52,25634665;20,97132336;0,16;Property Services;NACE Rev. 2;6810
33099;31532;52,25634665;20,97132336;0,25;Biotechnology and Life Sciences;NACE Rev. 2;7219
33100;141056362;52,25634665;20,97132336;0,49;Business Services;NACE Rev. 2;7111
33101;142593323;52,25634665;20,97132336;0,51;Business Services;NACE Rev. 2;7022
33102;11050110;52,25634665;20,97132336;1,02;Chemicals, Petroleum, Rubber & Plastic;NACE Rev. 2;2059
33103;145926720;52,25634665;20,97132336;1,06;Wood, Furniture & Paper Manufacturing;NACE Rev. 2;3101
33104;16593269;52,25634665;20,97132336;1,32;Travel, Personal & Leisure;NACE Rev. 2;5610
33105;141457782;52,25634665;20,97132336;1,5;Wholesale;NACE Rev. 2;4642
33106;357247882;52,25634665;20,97132336;1,59;Business Services;NACE Rev. 2;7022
33107;145481145;52,25634665;20,97132336;1,99;Retail;NACE Rev. 2;4719
33108;363765603;52,25634665;20,97132336;2,47;Business Services;NACE Rev. 2;7739
33109;147101342;52,25634665;20,97132336;3,64;Wholesale;NACE Rev. 2;4791
33110;16435056;52,25634665;20,97132336;3,67;Business Services;NACE Rev. 2;6209
33111;147347209;52,25634665;20,97132336;4,35;Business Services;NACE Rev. 2;6920
33112;363305340;52,25634665;20,97132336;4,4;Retail;NACE Rev. 2;4771
33113;145760201;52,25634665;20,97132336;4,43;Wholesale;NACE Rev. 2;4672
33114;142045410;52,25634665;20,97132336;4,75;Computer Software;NACE Rev. 2;6311
33115;142348463;52,25634665;20,97132336;6,18;Wholesale;NACE Rev. 2;4647
33116;15215329;52,25634665;20,97132336;6,69;Transport, Freight & Storage;NACE Rev. 2;5320
33117;142348428;52,25634665;20,97132336;7,38;Wholesale;NACE Rev. 2;4647
33118;140997418;52,25634665;20,97132336;8,07;Banking, Insurance & Financial Services;NACE Rev. 2;6491
33119;361357952;52,25634665;20,97132336;8,49;Retail;NACE Rev. 2;4771
33120;140896798;52,25634665;20,97132336;8,65;Waste Management & Treatment;NACE Rev. 2;3832
33121;361901500;52,25634665;20,97132336;10,19;Retail;NACE Rev. 2;4754
33122;12265083;52,25634665;20,97132336;10,79;Business Services;NACE Rev. 2;7311
33123;140629258;52,25634665;20,97132336;13,89;Construction;NACE Rev. 2;4110
33124;141694051;52,25634665;20,97132336;14,38;Wholesale;NACE Rev. 2;4619
33125;145838417;52,25634665;20,97132336;15,83;Computer Software;NACE Rev. 2;6311
33126;141959058;52,25634665;20,97132336;19,53;Transport, Freight & Storage;NACE Rev. 2;4920
33127;15894336;52,25634665;20,97132336;19,68;Transport, Freight & Storage;NACE Rev. 2;5229
33128;146910588;52,25634665;20,97132336;20,53;Wholesale;NACE Rev. 2;4642
33129;15216329;52,25634665;20,97132336;20,65;;NACE Rev. 1.1;9600
33130;146575345;52,25634665;20,97132336;22,22;Business Services;NACE Rev. 2;7010
33131;120335609;52,25634665;20,97132336;22,25;Wholesale;NACE Rev. 2;4673
33132;17216474;52,25634665;20,97132336;25;Business Services;NACE Rev. 2;7311
33133;141547143;52,25634665;20,97132336;25,38;Computer Software;NACE Rev. 2;6311
33134;146132211;52,25634665;20,97132336;41,08;Business Services;NACE Rev. 2;7311
33135;11025508;52,25634665;20,97132336;45,59;Chemicals, Petroleum, Rubber & Plastic;NACE Rev. 2;2014
33136;930310025;52,25634665;20,97132336;51,56;Business Services;NACE Rev. 2;7312
33137;146817009;52,25634785;21,03498858;2,13;Banking, Insurance & Financial Services;NACE Rev. 2;6499
33138;361756250;52,2563585;21,22896231;-3,27;Construction;NACE Rev. 2;4110
33139;141323797;52,2563585;21,22896231;3,09;Property Services;NACE Rev. 2;6810
33140;15881121;52,2563585;21,22896231;16,77;Property Services;NACE Rev. 2;6810
33141;363941419;52,25638085;20,91776674;-66,67;Industrial, Electric & Electronic Machinery;NACE Rev. 2;2732
33142;147362769;52,25638085;20,91776674;-50,24;Industrial, Electric & Electronic Machinery;NACE Rev. 2;2651
33143;147134726;52,25638085;20,91776674;-50;Chemicals, Petroleum, Rubber & Plastic;NACE Rev. 2;2229
33144;15554706;52,25638085;20,91776674;-45,12;Wholesale;NACE Rev. 2;4511
33145;8382679;52,25638085;20,91776674;-31,37;Banking, Insurance & Financial Services;NACE Rev. 2;6629
33146;146240024;52,25638085;20,91776674;-30,77;Business Services;NACE Rev. 2;7022
33147;146338355;52,25638085;20,91776674;-29,34;Miscellaneous Manufacturing;NACE Rev. 2;3299
33148;146719301;52,25638085;20,91776674;-16,34;Computer Software;NACE Rev. 2;6201
33149;147139132;52,25638085;20,91776674;-13,5;Chemicals, Petroleum, Rubber & Plastic;NACE Rev. 2;2229
33150;10101644;52,25638085;20,91776674;-11,82;Wholesale;NACE Rev. 2;4612
33151;142628850;52,25638085;20,91776674;-5,47;Wholesale;NACE Rev. 2;4673
33152;146585562;52,25638085;20,91776674;-3,47;Wholesale;NACE Rev. 2;4690
33153;141251299;52,25638085;20,91776674;-0,27;Communications;NACE Rev. 2;6120
33154;12645153;52,25638085;20,91776674;-0,01;Wholesale;NACE Rev. 2;4690
33155;16342691;52,25638085;20,91776674;0,48;Property Services;NACE Rev. 2;6820
33156;146934324;52,25638085;20,91776674;0,71;Chemicals, Petroleum, Rubber & Plastic;NACE Rev. 2;2229
33157;141060205;52,25638085;20,91776674;1;Business Services;NACE Rev. 2;8220
33158;142259512;52,25638085;20,91776674;1,24;Wholesale;NACE Rev. 2;4511
33159;146913210;52,25638085;20,91776674;1,94;Wholesale;NACE Rev. 2;4690
33160;340463975;52,25638085;20,91776674;1,98;Construction;NACE Rev. 2;4110
33161;362644116;52,25638085;20,91776674;2,27;Retail;NACE Rev. 2;4719
33162;146329830;52,25638085;20,91776674;4;Wholesale;NACE Rev. 2;4791
33163;141283483;52,25638085;20,91776674;5,12;Business Services;NACE Rev. 2;8121
33164;363809631;52,25638085;20,91776674;7,88;Construction;NACE Rev. 2;4311
33165;10354090;52,25638085;20,91776674;8,5;Property Services;NACE Rev. 2;6820
33166;141334128;52,25638085;20,91776674;10,1;Property Services;NACE Rev. 2;6810
33167;147293034;52,25638085;20,91776674;10,99;Wholesale;NACE Rev. 2;4690
33168;121456568;52,25638085;20,91776674;13,96;Wholesale;NACE Rev. 2;4690
33169;146450922;52,25638085;20,91776674;14,55;Retail;NACE Rev. 2;4778
33170;360918489;52,25638085;20,91776674;18,68;Wood, Furniture & Paper Manufacturing;NACE Rev. 2;3101
33171;360949260;52,25638085;20,91776674;59,79;Business Services;NACE Rev. 2;6203
33172;146881183;52,25638085;20,91776674;61,54;Retail;NACE Rev. 2;4719
33173;142261271;52,25638085;20,91776674;-9,52;Banking, Insurance & Financial Services;NACE Rev. 2;6619
33174;140786147;52,25638085;20,91776674;0,64;Business Services;NACE Rev. 2;7022
33175;11836796;52,25640265;21,00755739;21,19;Printing & Publishing;NACE Rev. 2;1812
33176;147137328;52,2564136;21,03375563;-8,57;Business Services;NACE Rev. 2;7022
33177;142869908;52,25655995;20,93339819;-19,7;Property Services;NACE Rev. 2;6820
33178;141865009;52,2565932;20,99443276;-78,17;Business Services;NACE Rev. 2;6920
33179;470001700;52,2565932;20,99443276;-39,36;Retail;NACE Rev. 2;4771
33180;11760053;52,2565932;20,99443276;-8,91;Business Services;NACE Rev. 2;6910
33181;146865853;52,2565932;20,99443276;-1,48;Wholesale;NACE Rev. 2;4646
33182;2003764;52,2565932;20,99443276;-1,42;Business Services;NACE Rev. 2;6920
33183;142212025;52,2565932;20,99443276;0,04;Banking, Insurance & Financial Services;NACE Rev. 2;6499
33184;10939471;52,2565932;20,99443276;0,1;Business Services;NACE Rev. 2;6920
33185;11994880;52,2565932;20,99443276;0,94;Banking, Insurance & Financial Services;NACE Rev. 2;6499
33186;16058872;52,2565932;20,99443276;1,66;Business Services;NACE Rev. 2;7820
33187;10562374;52,2565932;20,99443276;1,85;Wholesale;NACE Rev. 2;4651
33188;14878111;52,2565932;20,99443276;4,34;Computer Software;NACE Rev. 2;6202
33189;141025284;52,2565932;20,99443276;4,71;Business Services;NACE Rev. 2;7022
33190;15746162;52,2565932;20,99443276;5,46;Business Services;NACE Rev. 2;6920
33191;16083953;52,2565932;20,99443276;7,15;Business Services;NACE Rev. 2;6920
33192;147336430;52,2565932;20,99443276;20,52;Computer Software;NACE Rev. 2;6201
33193;361968822;52,2565932;20,99443276;21,94;Computer Software;NACE Rev. 2;6201
33194;146901260;52,2565932;20,99443276;27,77;Wholesale;NACE Rev. 2;4791
33195;146072934;52,2565932;20,99443276;39,24;Wholesale;NACE Rev. 2;4618
33196;141263517;52,2565932;20,99443276;44,31;Business Services;NACE Rev. 2;7022
33197;141054713;52,2565932;20,99443276;46,91;Business Services;NACE Rev. 2;7022
33198;147027456;52,2565932;20,99443276;49,64;Computer Software;NACE Rev. 2;6201
33199;141210573;52,2565932;20,99443276;57,63;Business Services;NACE Rev. 2;6920
33200;142078130;52,2565932;20,99443276;81,69;Business Services;NACE Rev. 2;6920
33201;360779444;52,2565932;20,99443276;-59,26;Wholesale;NACE Rev. 2;4791
33202;15206780;52,2565932;20,99443276;-24,72;Wholesale;NACE Rev. 2;4791
33203;140499206;52,2565932;20,99443276;59,97;Business Services;NACE Rev. 2;7830
33204;17756;52,2566385;20,95910613;2,38;Public Administration, Education, Health Social Services;NACE Rev. 2;8430
33205;146751428;52,25665965;21,05713846;-33,95;Public Administration, Education, Health Social Services;NACE Rev. 2;9499
33206;142932587;52,2566764;20,93224057;-66,67;Public Administration, Education, Health Social Services;NACE Rev. 2;9499
33207;17176214;52,2566914;20,9673455;-1,59;Wholesale;NACE Rev. 2;4690
33208;140737628;52,2567097;21,1001026;25,07;Construction;NACE Rev. 2;4120
33209;141069867;52,2567237;20,92283798;4,54;Transport, Freight & Storage;NACE Rev. 2;4941
33210;146445708;52,25673035;20,97782977;13,58;Wholesale;NACE Rev. 2;4641
33211;363619333;52,2567444;21,03182069;-15,79;Wholesale;NACE Rev. 2;4673
33212;10866499;52,25689835;20,8928133;-44,27;Computer Software;NACE Rev. 2;6201
33213;10161600;52,25689835;20,8928133;3;Biotechnology and Life Sciences;NACE Rev. 2;7211
33214;16349233;52,25689835;20,8928133;14,96;Business Services;NACE Rev. 2;7022
33215;10558540;52,25689835;20,8928133;36,47;Industrial, Electric & Electronic Machinery;NACE Rev. 2;2611
33216;362235530;52,2569276;20,99211065;-82,59;Wholesale;NACE Rev. 2;4619
33217;142154753;52,2569276;20,99211065;-50;Wholesale;NACE Rev. 2;4791
33218;143186726;52,2569276;20,99211065;-28,13;Media & Broadcasting;NACE Rev. 2;6312
33219;145895987;52,2569276;20,99211065;-24,4;Wholesale;NACE Rev. 2;4791
33220;142325232;52,2569276;20,99211065;-20,72;Utilities;NACE Rev. 2;3511
33221;142630188;52,2569276;20,99211065;-20;Media & Broadcasting;NACE Rev. 2;6312
33222;146130896;52,2569276;20,99211065;-16,67;Business Services;NACE Rev. 2;8230
33223;140358316;52,2569276;20,99211065;-7,85;Property Services;NACE Rev. 2;6810
33224;141428154;52,2569276;20,99211065;-3,43;Property Services;NACE Rev. 2;6810
33225;141895424;52,2569276;20,99211065;-1,14;Property Services;NACE Rev. 2;6810
33226;61457060;52,2569276;20,99211065;-1,06;Business Services;NACE Rev. 2;6920
33227;142926351;52,2569276;20,99211065;-0,64;Business Services;NACE Rev. 2;7022
33228;16110408;52,2569276;20,99211065;-0,33;Property Services;NACE Rev. 2;6831
33229;141146421;52,2569276;20,99211065;1,72;Property Services;NACE Rev. 2;6810
33230;145876369;52,2569276;20,99211065;2,52;Retail;NACE Rev. 2;4773
33231;146183042;52,2569276;20,99211065;13,04;Wholesale;NACE Rev. 2;4511
33232;142267888;52,2569276;20,99211065;16,67;Business Services;NACE Rev. 2;7022
33233;142414993;52,2569276;20,99211065;35,01;Business Services;NACE Rev. 2;7021
33234;142270353;52,2569276;20,99211065;-35,85;Business Services;NACE Rev. 2;7022
33235;302051564;52,2569276;20,99211065;22,76;Wholesale;NACE Rev. 2;4671
33236;141997780;52,2571015;20,99321532;-44,44;Utilities;NACE Rev. 2;3511
33237;10723736;52,2571015;20,99321532;-11,09;Retail;NACE Rev. 2;4771
33238;142674636;52,2571015;20,99321532;-3,6;Business Services;NACE Rev. 2;7111
33239;363143758;52,2571015;20,99321532;0,08;Business Services;NACE Rev. 2;6420
33240;142898376;52,2571015;20,99321532;0,89;Property Services;NACE Rev. 2;6810
33241;20512760;52,2571015;20,99321532;1,12;Media & Broadcasting;US SIC;8299
33242;361186048;52,2571015;20,99321532;2,15;Mining & Extraction;NACE Rev. 2;812
33243;12097013;52,2571015;20,99321532;7,03;Travel, Personal & Leisure;NACE Rev. 2;5510
33244;146734068;52,2571015;20,99321532;12,76;Media & Broadcasting;NACE Rev. 2;6399
33245;141651165;52,2571015;20,99321532;13,76;Property Services;NACE Rev. 2;6831
33246;142064850;52,2571015;20,99321532;33,33;Business Services;NACE Rev. 2;7010
33247;142626637;52,2571015;20,99321532;50;Business Services;NACE Rev. 2;7111
33248;15762913;52,2571015;20,99321532;63,29;Biotechnology and Life Sciences;NACE Rev. 2;7219
33249;16225790;52,25712615;21,03146971;-1,17;Construction;NACE Rev. 2;4110
33250;140359020;52,25712615;21,03146971;4,7;Industrial, Electric & Electronic Machinery;NACE Rev. 2;8623
33251;15835003;52,2571763;21,02727122;-7,9;Construction;NACE Rev. 2;4120
33252;141437058;52,2571763;21,02727122;75,33;Public Administration, Education, Health Social Services;NACE Rev. 2;8690
33253;10832980;52,2571862;21,03618006;20;Travel, Personal & Leisure;NACE Rev. 2;7420
33254;16987525;52,2572158;20,9143647;-6,47;Wholesale;NACE Rev. 2;4690
33255;142914773;52,2572218;21,1752157;-24,07;Construction;NACE Rev. 2;4299
33256;147468670;52,2572218;21,1752157;-2,09;Property Services;NACE Rev. 2;6820
33257;145956134;52,2572218;21,1752157;16,31;Construction;NACE Rev. 2;4299
33258;146504807;52,2572218;21,1752157;1,56;Construction;NACE Rev. 2;4299
33259;15764361;52,25723;20,98457351;-73,5;Textiles & Clothing Manufacturing;NACE Rev. 2;1320
